RA,JC,AA,Label
0,0.0,0,1
0,0.0,0,1
0.0719998430175885,0.1038961038961039,3.8341046044616136,1
0,0.0,0,1
3.333222225925803e-05,0.002857142857142857,0.09700275086590245,1
0.008264462809917356,0.007692307692307693,0.20851619571212315,1
0.0269071132102476,0.0030349013657056147,0.4575875986479513,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0.0010675561128452487,0.027823240589198037,3.1871034825526117,1
0,0.0,0,1
0.00047971344864197496,0.0024671052631578946,0.30254453111166146,1
0.020886652261082026,0.005612244897959183,1.5770228090890688,1
0.0704394398909293,0.07582938388625593,2.689224259809666,1
0,0.0,0,1
0.0008150802913887984,0.011111111111111112,0.25396123737018667,1
0,0.0,0,1
0.17071432010161738,0.08214285714285714,4.4989778308144475,1
0.001909309336733426,0.01639344262295082,0.4655939866019314,1
0.3146734927184578,0.09364548494983277,13.918637395032187,1
0.3471165761571075,0.10806916426512968,12.981705255155386,1
0.04485018033877234,0.016538037486218304,2.5178224162684892,1
0,0.0,0,1
1.0143530963128265e-05,0.0004970178926441351,0.0869665463411627,1
0.10434679318733739,0.014931927975406236,5.563988624259149,1
0.5972993331881641,0.0009630303354555669,4.570229506911688,1
0.10583709483906767,0.006456241032998565,1.9497604025120139,1
0,0.0,0,1
0.001176470588235294,0.00641025641025641,0.14825277398566541,1
0.06905314568023847,0.029490616621983913,3.216494416309164,1
0,0.0,0,1
0,0.0,0,1
0.004514210733636288,0.021739130434782608,0.5199512943910891,1
0.012195121951219513,0.16666666666666666,0.2269261879165124,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0.008302391018020485,0.01992966002344666,1.8102605579001705,1
0,0.0,0,1
0.02154656247076931,0.04205607476635514,1.4668076399415533,1
0.012429888582151622,0.008645533141210375,0.9118764863170923,1
0.014705882352941176,0.007692307692307693,0.23699447183691388,1
0.0007897628353992801,0.01680672268907563,0.25466967167827437,1
0,0.0,0,1
0,0.0,0,1
0.002421307506053269,0.01694915254237288,0.16601788005403986,1
0.02807415495504632,0.02399232245681382,6.159420311984462,1
0.0005736643910125636,0.009900990099009901,0.23782565854043958,1
1.3112054304884109e-06,0.0037174721189591076,0.07383035914027619,1
0,0.0,0,1
0.06641016547155079,0.084070796460177,5.702162583794812,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
3.762510346903454e-05,0.0023752969121140144,0.09815624213018816,1
0.0004408637726409236,0.004524886877828055,0.228093094184222,1
0.0009578301939094028,0.0017226528854435831,0.23417818119572986,1
0.0005753739930955121,0.0024813895781637717,0.1340394476780132,1
0.0019387657878796808,0.0031847133757961785,0.2577654877267037,1
0.1117078767141777,0.22448979591836735,2.1645213789893303,1
0.20575313606083928,0.035184167124793844,18.14844849980012,1
0.0007209805335255948,0.006993006993006993,0.13821894129046863,1
0,0.0,0,1
0.0073118599027836234,0.034482758620689655,0.34702512307295413,1
1.1426482014717308e-05,0.0048543689320388345,0.08787672930771424,1
0.005015082956259426,0.02040816326530612,0.33396664711243196,1
0.028856788361249792,0.030337078651685393,3.8417920621552284,1
0,0.0,0,1
0,0.0,0,1
1.9495600289207722,0.19834710743801653,21.97813685320074,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0.15632537614177225,0.48148148148148145,2.855719859153536,1
0.0031686960228944306,0.00813953488372093,0.8520337081976284,1
0.24265170674344977,0.05668449197860963,9.10306122460239,1
0.029150218742610045,0.008676789587852495,0.795450296570036,1
0.0013656900374620605,0.022610483042137718,2.1847517102098797,1
0,0.0,0,1
0.007481203289330665,0.00851063829787234,0.34582091492546163,1
0.002142386816194257,0.004563894523326572,0.945768645214342,1
0,0.0,0,1
0.0004989540451921659,5.6936259857089986e-05,0.23019908501443456,1
0.006268522397554655,0.004056795131845842,0.33506593269827434,1
0,0.0,0,1
0.0004938271604938272,0.004166666666666667,0.13134865550693153,1
4.006868114847144e-05,0.0010193679918450561,0.18254771568173003,1
0.007716274560623504,0.008064516129032258,0.7277016493980139,1
0.0033865188067263912,0.002492433683460922,4.084214818771974,1
0.009915959533547349,0.019971469329529243,1.8001639908870757,1
0.0014607797762874128,0.0032434937060776894,3.8704740952611267,1
0.010468736603548415,0.014469453376205787,1.2317213912291685,1
0.0021344117705048207,0.01340033500837521,0.8515429474539167,1
0.004770026721246233,0.006269592476489028,0.33119590064554094,1
0,0.0,0,1
0.00034266639975229034,0.0024509803921568627,0.21542300362043804,1
0.014613050378406245,0.0067226890756302525,0.6264102510518983,1
0.00879061717198037,0.011111111111111112,0.6280084089488308,1
0.00032935364276742956,0.017496635262449527,1.1697832234810799,1
0.8212905910432761,0.023728813559322035,3.327350171227007,1
0.43191173756105294,0.1608832807570978,9.94714277477726,1
2.8886706337743372e-05,0.0009852216748768472,0.0956742874631448,1
0,0.0,0,1
2.4709869809940603e-05,0.0007535795026375283,0.1769318834459525,1
0.0006709572002600998,0.0017436791630340018,0.23707909878616912,1
0,0.0,0,1
0.0003897116134060795,0.002890173410404624,0.12738685473958716,1
0.003360934789262325,0.008403361344537815,0.4311047130502733,1
0,0.0,0,1
0.0033758764034618276,0.007905138339920948,0.3123874632076633,1
1.3969810231625455,0.0022618158540488637,37.27890737636176,1
0.031838570087183736,0.02631578947368421,2.212589736653274,1
0.6008161988062757,0.07155635062611806,8.987805583599508,1
0,0.0,0,1
0,0.0,0,1
1.2407527292109648,0.11342155009451796,32.996675409653,1
0.02111822683898104,0.06299212598425197,1.2386252962166742,1
0,0.0,0,1
0.0016604775600855748,0.002054231717337716,0.6015244229092918,1
0,0.0,0,1
0.009430214021238807,0.03646748681898067,8.648893083260345,1
0.04149362499803667,0.02,1.2708090462278012,1
0.014272652176712005,0.015209125475285171,1.2514318109651896,1
0,0.0,0,1
0.0022331323131953382,0.009615384615384616,0.7980936286569794,1
0.002195863911923568,0.011749761829152112,3.56083520508322,1
0,0.0,0,1
0.015472941651719264,0.022167487684729065,1.3364493033202294,1
0.007880334019093535,0.02,0.6236578304381668,1
0.27256863156817973,0.06981981981981981,9.712837880304892,1
0.2048853893095384,0.06060606060606061,2.6640677255104883,1
0.0014114958115181596,0.0034071550255536627,0.2539615485954882,1
0.004608294930875576,0.2,0.18587715234788066,1
0.45391477297941535,0.11284046692607004,6.695932238668744,1
0,0.0,0,1
0.018557182882000398,0.005319148936170213,0.7128223184382981,1
0.0624821159709205,0.005698910354970252,37.160194773522115,1
0.00033025099075297226,0.000500751126690035,0.12475582766707588,1
0.000818103054863897,0.00578368999421631,1.8844683631563854,1
0.26323044159375586,0.0752212389380531,6.126108321692168,1
0.0011651152350211228,0.0024316109422492403,0.8255318010567398,1
0.03571428571428571,0.008064516129032258,0.3001016285004131,1
0.09335627142946848,0.03626943005181347,4.005011355494153,1
0.08374608001158244,0.02402562733582488,6.464938509441955,1
0,0.0,0,1
0.021321581437188375,0.030303030303030304,0.5717005769265584,1
0.50408536759675,0.09341825902335456,9.158474652780223,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0,0.0,0,1
0.000443517830014003,0.001722158438576349,0.2964281783906959,1
0,0.0,0,1
0.008100498108425476,0.009813542688910697,2.2322275075409364,1
0.022563775878867307,0.004267892317793828,3.4957770398590817,1
0,0.0,0,1
0.03196649329851322,0.013617021276595745,2.448634310051475,1
0,0.0,0,1
0.0010490189576075005,0.005063291139240506,0.44600663566594045,1
0.06572429227536347,0.07392996108949416,3.290237598756107,1
0,0.0,0,1
0.0006524117651611895,0.0005470459518599562,0.22637062265748686,1
0.0007698579915960734,0.0036101083032490976,0.2294896539801456,1
0.000554016620498615,0.0013227513227513227,0.13336328013315782,1
0,0.0,0,1
0,0.0,0,1
0.03897177060268776,0.029304029304029304,4.473603957877864,1
0,0.0,0,1
0.0037129346105856664,0.02214022140221402,0.7883253727720045,1
