575,3986631
291439,826686
1148511,3564022
3958477,4163567
1572166,476148
3212610,627080
1196116,2256733
3409126,294751
176418,2135079
2485489,2168416
3277539,3869806
2189067,4237706
1901834,1822537
4656799,994364
4647379,2235199
1500491,783741
1673877,1256066
4749301,2984615
752523,4836284
2826978,2583935
2443687,4416621
2866705,188013
1998286,2675777
4435044,2188901
3607822,2193214
153445,726888
588533,1423361
1048279,3818332
4621952,2446905
2400794,3444875
2616084,1568042
2318588,549414
1934294,52104
184734,2897467
105789,4772284
372245,2058787
1374852,4134777
142948,671008
3616745,4831377
4168549,184916
2940698,677112
525451,877599
462298,3318323
2911269,1959658
989880,552031
1478080,4025039
2947215,3340837
2974194,296320
4705270,788762
1537418,1760016
235772,281063
1179164,4255524
122705,1605787
1178397,1742686
168035,3707655
2379809,3739707
2849535,4502899
1528477,782537
4602575,4839036
1996033,2857892
1242778,2222722
4112373,4065573
1503399,4092347
2101215,2235087
519265,603707
3907338,3861408
4828247,3053
3444181,1105158
3707352,3424153
1855999,1060577
4178055,1754174
2841828,2111173
468335,4355435
2787187,262959
494150,767054
2207944,960091
4018699,1039961
3880209,2568477
544337,2711980
2454128,3742588
2381757,65414
3117551,275247
2587890,1412434
4850593,4361784
488170,2417693
1569537,528921
326390,4077619
876080,894455
2345784,4077654
4574867,4801616
4119465,2005643
3286320,263790
2836951,3109439
2785981,1076516
2840920,1113853
3768155,120058
1092204,1582171
1230368,2741474
1730984,132297
374565,1291377
1045392,4375966
2880858,1522175
2338173,1571201
1336304,1434067
3985664,2243346
144557,2431378
1635687,1157816
4760111,93537
2732768,3951065
142367,2753131
1204622,1466583
1159110,3173852
1196497,4721379
4524163,1463712
688537,3930247
2470160,4025114
2644133,1900528
4389069,3832875
222149,231001
4346484,4079970
3542719,587165
4249223,407698
1651321,2754019
1794470,1235653
3569829,1065152
2010085,3239152
713325,3492174
3480840,1692705
1915091,3798933
3134786,952783
4531689,2685581
3895785,3569537
4286410,3642858
3362545,126651
3481008,4815238
4435246,264425
752618,726278
2456331,4739722
892466,1771267
4287440,3839776
1153598,380661
610143,3957701
2670782,3514183
2975042,4106746
4430465,2971005
3881566,4300853
3743012,4752985
2174130,4318054
2802696,813594
3381720,1646729
913320,4022145
1501307,1864409
4735912,2856724
2512046,3077591
2691725,495054
2879897,1261196
3370639,4274794
3034670,2237068
661981,1036155
3230928,2103253
4352121,1867062
3657628,3615474
603234,2642427
585971,2035910
978623,303776
1776628,3465759
28556,1434419
3946934,4608672
4246803,4712899
93752,1881325
4771707,1185671
339838,4769687
1259921,3335356
2270858,3605330
1689134,2351463
182728,4856198
4236325,1008911
212010,3516919
556640,2254984
487744,2778175
4106501,4043370
2112733,2653444
2247657,2575988
1821849,3202435
4303934,4048396
3301958,1943986
4172903,4674936
4615837,524691
3064046,776271
3053018,1993369
2792558,1943816
469051,4822962
3698687,1798004
3836503,3598257
4551701,3458922
2009779,3399740
1767920,4460991
2123018,137317
4793435,145381
2217245,1747783
939448,2060457
4361297,68600
4010957,2772134
1539837,1279734
1848061,185044
4022039,2867012
84657,1842732
434632,4537092
41600,2208232
2386155,2204423
3115028,3215929
2691725,125448
3820250,1178627
253556,3766166
4704485,2027858
4420088,635434
3605845,1130658
4067006,2963564
1821458,2002602
1614503,4529504
4360598,3723648
823151,3537139
3013670,4288542
85230,2050052
1959139,4058061
400902,3527047
4050444,2327510
3207299,138304
4340739,2683380
3570299,3643370
2011437,1767283
3387633,1284386
2555403,1509408
1313589,4777634
396197,4137812
1087655,230134
4511587,2165463
3625953,492328
4195988,1756380
3560262,793770
4563998,387733
4135223,2249254
2850494,4602722
2711160,2237226
3085744,3730962
4747661,3768227
1616328,1406343
1080593,2710465
2753499,486428
947465,428810
2060,738582
914136,2923735
1552756,2239553
2895033,1799660
3402247,845304
4229038,2561758
2695708,97413
640367,2011326
1660006,1119217
1136458,2047350
4667182,3391886
3704233,1150625
31508,4577099
311429,2683477
1614503,1874871
4143008,1294331
2387118,2848970
1443653,4301256
4659926,1863768
4075373,1479410
2189067,2895045
2229021,1829202
988778,3401435
4011422,1762109
3379656,2929015
4345536,2952033
3338574,1203802
1120286,694312
2565069,1272966
3326071,1138976
2412131,4718296
2042461,4358538
103101,4652694
1644014,1037194
2356664,3189742
400923,3433782
1192480,79928
2426862,928368
3260109,677028
823151,1472676
649889,4432493
2443687,2546132
1537716,64747
4706009,2117145
4843487,1905248
1767927,2153017
4062158,659815
3998909,1082689
3381725,1027100
2482351,2976624
1828651,2489786
1615261,734873
2777083,2112761
3948037,3828594
364718,3829580
3510354,1007122
148308,2916461
1162971,4268951
4014488,129245
2649958,1306126
244281,1288285
1181382,757254
4736793,207410
518297,4449656
4789408,2705517
3494843,4333277
183132,3759940
2614400,2012106
3510439,4439822
3846993,3117552
4840107,841806
1117641,4643433
272941,4246064
2777273,1146077
4652882,4105091
1897150,544038
4647448,2452147
4676359,581095
2412131,3635401
3923749,3488066
1329128,2474629
3329717,2809802
1154180,1432330
146390,1886414
4830192,4429545
4383389,1080373
2800259,493967
4608969,458163
995609,1280496
2411072,198089
224163,3199767
2371421,3281544
2044668,660167
3025154,3032995
3999640,308803
1213507,3084387
4532352,814371
1551047,619528
4698411,542352
163641,3524251
4519298,228127
478492,980658
2625086,903048
1279997,1105337
1371942,2668918
623364,3750382
993735,190329
4241523,1446280
3875157,3754772
2301466,1693178
356416,3514443
4823705,1252761
4780185,1861542
2823666,1380594
625715,2501638
4161489,2185120
2241489,1844866
2818570,670633
11813,2401053
1028545,4441116
3767456,765247
4815919,1542702
3683258,3854806
4295560,3084410
1055870,550948
817948,22977
3580022,2887389
4397923,1186866
2922002,3441295
4508050,2737006
3426792,4252176
3149412,363769
1544048,2935073
1311397,4565662
4009105,199715
2986169,3157884
1096406,3578882
2851189,3491291
4721102,3152004
2055544,2798146
2358656,2040107
1676854,3134113
50614,3402875
1641702,2375299
3841840,1446540
4523833,4599413
1836718,2952221
4222160,289506
4608969,1889334
4084076,4098226
195401,3856528
1889692,2393820
3175189,193967
2088129,2736164
2098979,1692583
1216107,3414722
455994,2741325
1632616,2555802
3618622,3291855
2769866,1189639
712644,876746
2665746,4000045
2793437,2027779
1627275,3244517
3510952,3850767
3768877,4731752
727871,2236160
4071756,4244418
154018,2530906
815493,4066706
2979880,3446769
3127090,3528407
2411072,2615277
432490,1035468
4820814,462177
1333761,768916
3597502,1554484
2851916,361095
2410188,2433133
3097424,1700799
2096696,4666452
2852289,4796629
1644941,3683909
1863920,3981384
4715050,3076158
174859,4866864
4250554,4342599
624012,3529406
857872,1936073
4361297,3672256
4346789,3117753
3798720,4672530
390919,868562
3601266,4774334
2590389,3466625
2348248,3669892
3849054,1752997
1262902,1814924
551636,128425
2120089,3420482
1391451,2190623
3973293,111245
417358,1797789
2753268,4027810
2618835,2110180
878715,507441
270189,765769
457343,789895
3728599,3559423
2635844,1954431
1125391,2932465
2078946,753054
1125252,4069257
4805051,1494885
3502867,2195458
3025589,227707
762182,2558728
4731809,2576866
4519298,2577702
3633734,2975357
149674,4371346
4077796,962944
4615234,3932338
2386049,4325497
1201104,3795664
766643,3630516
2405090,3081015
2151439,168506
3501482,4140824
1828358,690349
690328,1665951
3587572,4196008
1023512,3050564
2569009,3153899
2098251,2782948
4229329,286717
3588782,4352429
2022600,2299974
3819396,4561590
4693230,3448325
285124,3438935
1192918,4458189
3945501,3910507
1001201,2291344
2972585,2279286
3593924,3198391
1905513,3902196
4195951,1547152
865980,2989699
4116537,2159041
4107133,462409
1115742,4674654
3726564,4606170
900752,3433598
3878753,2090718
791883,1843822
3375013,1316590
4394514,4403485
4765932,1682995
3285461,4722953
705603,2681596
819769,3265351
603569,3026509
3328605,4669836
4842955,1414574
2890130,1537868
1370912,3545759
2068823,4345261
4423456,1772450
209767,4732310
73621,1888053
4460268,3367842
4592892,1874803
2905030,777665
268323,4235817
1364554,1673932
2762413,3323050
178362,1375367
4067716,3627548
3115768,2557636
2305948,4063658
2456220,693968
2902062,3951238
3552521,2609172
1863337,4469995
3390742,1747077
3406159,1241602
4484369,2344260
3378063,4386634
2286352,2580199
1868992,836507
4638351,3133510
657045,3688565
4513854,3595975
2286352,3120253
275999,3417718
2016133,2550523
1603926,4563904
4114135,2896032
3257773,1259756
2091465,884075
2609942,2261419
4123059,3982723
558216,405766
3807503,1089884
786311,1455751
3350917,3225438
4049767,1033148
4727647,2530039
104668,2544320
3236222,2656028
1351352,3144554
347798,703184
1896836,3254422
2297223,1480785
4678708,891394
2651756,2351931
4827056,3677534
2017931,1981289
1181722,4722705
822064,1935125
2374065,2256504
1550672,4232780
710313,4723147
229703,3788761
854077,4751639
1286085,556982
2289754,3252139
1893952,2749107
517244,412178
3320445,184188
142591,3057557
3523695,3396124
2631087,2372766
19499,4048243
737165,2129953
122705,4179875
67536,4742294
53266,108139
2633482,4050212
4383702,4537043
2655966,2754438
2989372,4295054
3896090,1239747
4326568,4697409
3607310,2762262
1387893,3543702
2007581,4168843
4435246,3620560
1516853,3294608
4290840,2194618
2858542,3721018
4248502,3502263
3762950,3277826
2802612,2345271
1038711,4405812
465459,252582
3667480,1585573
175608,1831739
176418,4089705
4527080,3392811
1205527,2307129
1879594,1026949
2701059,137657
4575385,2968818
13190,4047258
732256,1735018
4008397,2432931
1927974,363860
4159119,1420449
767491,3137630
744722,873061
1262094,3252923
4496752,3397214
2324324,791646
4059211,2762624
3620382,4787000
141038,2617874
461641,3476070
4187354,25450
117468,2930313
2737835,3993300
1997681,418955
1967304,1582060
1792816,1457504
4156291,2120731
1828733,363672
2104619,3654854
2938005,4861820
4695406,1949768
2260121,1987761
2190474,443165
931600,2534762
2446041,2518756
4066767,3730574
1378053,1050737
1521890,1149518
401604,2229383
3674556,1205716
