RA,JC,Label
0.0013062370994879372,0.00641025641025641,1
0.037037037037037035,0.0070921985815602835,1
0.021826836316432577,0.02480916030534351,1
0.0023037541023116087,0.006,1
0.03415841584158416,0.011976047904191617,1
0.019494392024212215,0.03773584905660377,1
0.36784845511546055,0.021511017838405037,1
0,0.0,1
0.0007380380154926836,0.00881057268722467,1
0,0.0,1
0.01908121027917694,0.00990916597853014,1
0.033168789259326766,0.05898876404494382,1
0,0.0,1
0.03927948276200915,0.07042253521126761,1
0.003010318485541243,0.019494584837545126,1
0.22834197260002081,0.09431345353675451,1
0.06937074709572663,0.038777908343125736,1
0.2682277031972446,0.007473841554559043,1
0,0.0,1
0,0.0,1
0.0021473910302379304,0.025436046511627907,1
0,0.0,1
0.000496031746031746,0.004273504273504274,1
0.03477802291093303,0.03287671232876712,1
0.0006549988131871857,0.010810810810810811,1
0,0.0,1
0.19307436024447436,0.24074074074074073,1
0,0.0,1
0.006520654478466201,0.05555555555555555,1
0.00367750548021533,0.0007797316326649365,1
5.385029617662897e-05,0.005494505494505495,1
0.0047408278651314435,0.008968609865470852,1
0,0.0,1
0,0.0,1
0.0005124211573843715,0.0031446540880503146,1
0.033071165262740135,0.06451612903225806,1
0.020972859655077804,0.08181818181818182,1
0.0005160080462872179,0.00038544686698731376,1
0.013267973856209151,0.015873015873015872,1
0.0009526003829211475,0.007251631617113851,1
0.006269609813202374,0.01282051282051282,1
0.00015255530129672007,0.00015992323684631377,1
0.032631801017788634,0.03598971722365039,1
0.18762699421228227,0.03302325581395349,1
0.0055188654238659115,0.02032520325203252,1
0.16948605863277005,0.0958904109589041,1
0.0015290519877675841,0.002232142857142857,1
0.00788432000980097,0.00532319391634981,1
0,0.0,1
0.0005952579011214239,0.008771929824561403,1
1.116263720459542,0.04657534246575343,1
0.008054928092494163,0.010795587890166627,1
0.0027183875112958907,0.012396694214876033,1
0,0.0,1
0,0.0,1
0,0.0,1
0.008264462809917356,0.008695652173913044,1
0.0012920299773946074,0.14285714285714285,1
0.029513980350779588,0.04452054794520548,1
0.09028233619199443,0.06944444444444445,1
0.01465964739824232,0.028268551236749116,1
0.013578939678900559,0.00954653937947494,1
0,0.0,1
0.0075327592018919086,0.006747638326585695,1
0.005550581603229739,0.020095693779904306,1
0.02835563942755838,0.11214953271028037,1
0.08805951753803035,0.1380952380952381,1
0,0.0,1
0.9921512834126681,0.009531374106433678,1
0.021675091135926198,0.041666666666666664,1
0.009918321414702417,0.03333333333333333,1
0.13522202441241882,0.07936507936507936,1
0.08704175591630876,0.019104084321475624,1
0.013157894736842105,0.01639344262295082,1
0.35955624045097456,0.0037656903765690376,1
0.015909772474011423,0.04221635883905013,1
1.3112054304884109e-06,0.013513513513513514,1
0.027869615218230743,0.007168458781362007,1
0,0.0,1
0.11364014076079378,0.025735294117647058,1
0.01343093520048903,0.019097222222222224,1
0,0.0,1
0.053088896421311815,0.15436241610738255,1
0.0031524506437021213,0.006980802792321117,1
1.3112054304884109e-06,0.0064516129032258064,1
0,0.0,1
1.3679265559789342,0.002148728384815653,1
0.00040231365185997616,0.0012081672103419112,1
1.3112054304884109e-06,0.0007501875468867217,1
0.005640952722534312,0.007407407407407408,1
0,0.0,1
0.007772020296924727,0.007589556769884639,1
0.04723976607828625,0.20833333333333334,1
0.005657074797518902,0.019867549668874173,1
0,0.0,1
0.00017952744437601376,0.02,1
0,0.0,1
0.004193504952065472,0.016560509554140127,1
0.0011904761904761906,0.034482758620689655,1
0,0.0,1
0.050781842463124525,0.02531645569620253,1
0.006871332002633098,0.025906735751295335,1
0.1327023189634607,0.0023025233776608244,1
0.0010203473507048322,0.0001722207870489968,1
0.03336666555559259,0.0049382716049382715,1
0.005138071822520888,9.701202949165696e-05,1
0.022763111406617603,0.11347517730496454,1
0.07415988647208889,0.04924242424242424,1
9.833905338827209e-06,0.010309278350515464,1
0.008167694538301228,0.027624309392265192,1
0.0018653496230432414,0.0069767441860465115,1
0.004649226230321262,0.001941747572815534,1
0.03923538537010508,0.004744958481613286,1
0.00559463676383893,0.030864197530864196,1
4.12847824291966e-05,0.003745318352059925,1
0.03896488879091526,0.06741573033707865,1
0.24221159732453057,0.27049180327868855,1
0.10376243233690781,0.048582995951417005,1
0.12784085696903486,0.05841121495327103,1
0.011107731320185565,0.013605442176870748,1
0.000817673736747378,0.00807899461400359,1
0.9938652404362435,0.07540983606557378,1
0.005768472146715496,0.006289308176100629,1
0,0.0,1
1.5710178624730964e-05,0.0009569377990430622,1
0,0.0,1
0,0.0,1
0.0006435006435006435,0.001589825119236884,1
0,0.0,1
0,0.0,1
0.0011160714285714285,0.0017271157167530224,1
0.6271913871548355,0.05736005528680028,1
5.4054054054054054e-05,0.0007716049382716049,1
0,0.0,1
0,0.0,1
1.3018116883017272,0.03368794326241135,1
0.039071286139012305,0.06015037593984962,1
0.004183802408583664,0.0016849199663016006,1
0.017333788507065212,0.022727272727272728,1
0.030535679709216258,0.03502129673450071,1
0.0031388982846162904,0.00729483282674772,1
0.0004930966469428008,0.0064516129032258064,1
0.07771585319598688,0.04882017900732303,1
0.012378610462017563,0.012550685460513612,1
0.0007283321194464676,0.0020408163265306124,1
0.02163313299032647,0.0009264978381717109,1
0.0012138776820872165,0.034308779011099896,1
0.026790518928502087,0.01643192488262911,1
0.004176261388347993,0.010964912280701754,1
0.0035087719298245615,0.007751937984496124,1
0.40218158432193957,0.001323539143670174,1
0.01866256329990069,0.06060606060606061,1
0.00017459707064149048,0.008714596949891068,1
0.0021079537094847185,0.001639344262295082,1
0.0034482758620689655,0.0030959752321981426,1
0.6374266729254577,0.0007366811398466364,1
0.5944382912304496,0.2845528455284553,1
0.013658426894325145,0.0052659294365455505,1
0.14537140939835264,0.00922509225092251,1
0.012977607036475982,0.00889967637540453,1
0.06446713334297453,0.047666335650446874,1
0.03195548307049421,0.030418250950570342,1
0.0025256563295405466,0.008823529411764706,1
0.000577669444389369,0.003945885005636978,1
0.2085186505321144,0.21052631578947367,1
0.15725067015800706,0.14754098360655737,1
0,0.0,1
0.01296588383569704,0.010954616588419406,1
0.001090100805650391,0.009137055837563452,1
0.014987371873586683,0.023809523809523808,1
0.0019913334393976737,0.000900792697573865,1
4.431396551875635,0.002073179602822434,1
0.027947329693946383,0.03217821782178218,1
0.39914792198180943,0.1329073482428115,1
0,0.0,1
3.9158419102902497,0.09148936170212765,1
0,0.0,1
0,0.0,1
0.2563895782910806,0.12394366197183099,1
0.009950906044695076,0.01195219123505976,1
0,0.0,1
0.00044444444444444447,0.0007698229407236335,1
0,0.0,1
3.922030042750128e-05,0.00510204081632653,1
0.007194244604316547,0.09090909090909091,1
0,0.0,1
0.013498955524428456,0.01015625,1
0.059305861381985944,0.014563106796116505,1
0,0.0,1
