3752172,3305499
1776883,4810092
4737915,4807590
1662393,1393715
3628397,147801
1225856,4760492
4722730,289918
1487825,3419051
196047,3558701
463908,2718246
893544,1069982
351975,4658557
1491183,2964326
2323174,4592122
4621637,1038634
130004,4173624
4014812,1437067
3397289,1402893
2694878,2047860
1873375,3823940
2960818,4727647
3328066,2339782
1974409,4661038
2140896,3060714
484672,3076278
3502068,4516838
3238058,2948092
2755468,2654333
1534364,3642798
1984337,2959315
3729194,2738160
218778,2882666
1718559,3696596
2851501,3087372
2459296,980866
2872011,615610
333047,1268216
4010271,1662290
1824229,3237259
2393924,2639470
2481553,3592452
3353737,1284839
4295373,3950909
3982086,4259347
1169644,3511465
3630426,1610758
242048,1091874
1508024,3019577
2136695,572593
3056685,1681816
1343481,1280605
2778670,4171904
4783036,597460
3893668,3970594
2964118,2857726
370123,3950237
2373691,1032676
3059896,472291
2214980,2069314
3764528,1217679
439645,53485
329881,1692237
1381941,3439401
4077796,1370197
3272478,4333020
987769,3083442
75239,2554486
1001390,1195766
2594975,1210604
4235121,2801302
1138484,4522711
1306682,2338544
4084861,3396499
3134786,315414
4580585,2146783
1426157,96877
636743,1512774
3284180,3174430
1405177,940665
619445,1737397
2104619,3479393
2380402,3949273
955770,1170280
2142759,3054353
4773965,1483284
1497278,236994
2590375,3638703
3144143,268107
849824,1072610
2199247,3245059
1903407,2466379
1937293,383691
4337884,208289
2553405,3612371
2592864,3135669
3342179,3250735
821330,1792316
2339537,394360
1960138,3461895
1502972,1946801
3529917,4364253
1884787,1066036
727905,4175120
1251710,652304
1596160,4493750
1615854,3709398
2198488,2350673
3419326,4786739
3754576,1546964
1836934,3982476
4588598,4728394
4551471,2727856
1182973,1326906
1310515,2405789
4049498,321567
4212429,1319659
3676714,1735766
24546,3451228
1666228,2767849
3573802,552438
2817995,4226750
1550672,3347784
670299,3319701
135360,867707
686509,30524
2589643,1232770
2969282,3962415
2399823,2916918
1431189,2186195
4033397,3126429
3535093,98420
1717208,3623441
710313,1169100
3118623,3805025
1302276,383211
1743977,1901229
736311,611426
734050,1160669
4863816,1415252
3836080,3503312
4043216,2748627
1777808,4129215
1201104,2083120
3983436,1817026
255306,903928
1315278,349289
2845215,3373149
3837347,3233410
3575819,1550089
1969222,2527114
4312020,3931072
2981497,4539284
2351892,839483
142023,1507228
1052336,2311089
1200002,3011764
316330,1320509
576919,155821
2635893,3377943
2280871,3488621
974529,2783788
459115,3475933
2589492,3477072
4281922,479506
2958239,4307806
4628259,2846465
419017,2293038
154,4813854
1309371,2199975
2519640,3367289
3519745,2853969
3455127,3043563
2732768,1147467
211450,2033650
3293405,1189203
1767927,3622347
2986491,1210049
1644941,4789203
3863016,79239
4100048,2710040
2311472,3843800
3351811,4705150
247200,155495
317706,1081127
759085,4189225
3057274,4845023
4237624,2402639
4340739,2210630
4796456,435603
3294915,17824
1236836,2071143
3453074,3292543
2984073,637942
1512188,4042627
1959139,2886465
4118983,4735358
2990749,1981986
2829410,2418225
339838,1477751
2437380,1373197
1658358,4245017
1781331,2955674
298564,835080
946157,3491164
4072661,4243769
2351271,2341796
1809440,4832906
1676854,445905
1902802,2472397
4143940,4110083
2877907,4522983
2632408,1837399
3198232,4842461
2642966,2844247
3534612,310432
323258,2499023
513426,2148428
2360705,242244
4739361,338575
4337137,1127662
1761151,832254
4540953,236983
4274787,2910835
3968287,1231503
1303715,3217844
560204,3613700
2831778,2869242
1654074,4723320
407120,2000752
3206080,2350766
512551,3435085
3994751,3982719
983843,4361821
3579221,1116467
3926216,1639964
1858077,537646
2980600,4649559
2760051,4153316
1943469,2531926
40000,2754992
3530334,1073975
4485894,293274
1346288,1184923
577580,4582781
2938068,283572
4133116,3074807
2943564,1062095
17667,2360323
3073465,744879
2439328,2784362
4603305,3043
683974,3291900
434299,4122817
3980998,2343253
2844674,2636457
1889981,4145594
3420735,581535
3632213,23205
431769,3468600
3572228,923976
3863781,3814985
2461514,538887
1156616,1352594
4854260,804769
2369411,1990478
3311607,666148
1517229,805360
1607016,2323088
3785728,3922072
2137370,1127420
1119235,2794818
3003447,3514940
310312,2051321
2802696,4526143
2476875,3954325
4516838,4208653
3134736,90394
2326927,830796
2142759,3646457
1227396,2096696
3590535,2867250
2543157,1247275
4305610,3147465
230897,3755393
1467044,3101081
2008753,232670
1771414,2978118
1017183,4777850
2292499,1461386
4519943,4430273
2977499,4238452
4017765,2792447
1337052,2763006
2222138,1401546
4487359,1252520
1708868,4830307
804769,3032147
4157614,1916227
4608969,3082859
3349061,946364
3408428,208299
826370,3438576
2299725,1594907
2408781,3125184
1863926,2352010
2694463,2752148
721058,3134235
2698027,685802
749104,2070989
3717778,297863
379565,2605811
744722,537240
3571584,3689055
1224419,724954
4035174,2066742
836211,4094129
1210863,1867854
4116231,45013
941640,1127462
836594,2873839
662940,2690209
1070876,1916386
2176267,1405719
1494364,1341797
4553033,2638784
878715,4825729
392770,3005976
4696238,1875572
1326906,4168089
2164765,3192852
4093043,2536867
3249609,1302227
3468679,4663120
625715,2930093
1051108,4728574
4863752,3809755
376755,737863
751226,339651
359557,3978787
3172360,1319809
1458735,972046
4000526,4653080
840546,4651332
3210032,1747884
1028920,666148
1297511,4850124
3965191,567649
2878604,4784465
2357953,1963252
4728175,808319
4576296,2896559
679547,2381188
3526556,1621606
3058232,2552879
1203205,1123199
3429121,4774193
2611384,780562
2809938,2698788
1506536,2945051
2310512,492254
1350925,831149
3069376,1085023
2540404,2517163
4305170,2400344
3806557,4578541
746243,2333053
454454,1516250
2033444,2714236
4788476,917901
1531734,1613266
1929630,302328
1885665,2355639
3851924,1087048
923454,1619598
1477241,1218400
1818815,3937594
3824547,4294098
1279417,4064173
3846098,3228038
3604783,666278
1817799,1891218
2371780,3071444
1584171,1000455
1496676,3206499
2354110,2967606
3789096,1252520
2509374,1038711
3799692,3595427
4037195,4398199
4850971,3533195
4558816,1461498
3208589,4065509
2872979,2150873
1193998,4482671
2581751,2188642
2244243,1296791
1207039,4372648
410952,2547838
2160481,2163062
1864732,3429945
1755405,1010658
917806,768775
2844498,113956
1289767,766318
3461425,735731
4038119,278380
2074879,4290632
2657429,4713262
2049713,2927058
1811313,2986641
3025220,1702724
1603453,3964684
3944137,3011925
1664495,3494785
4847079,578564
4705505,2365398
3275583,1542348
1075576,4619703
2098669,4598793
2548009,1516101
3093066,389487
2510769,863137
4169623,439557
4743856,1528204
1943094,3722767
4491109,2399146
2054931,1772243
2000321,2905333
3417124,1059618
214842,4325848
4347263,4761813
1470055,1956320
3277539,1403597
1218579,2893353
894744,163870
1679934,575388
4106906,347442
2547306,425425
2536472,4755522
3037309,3730254
1267988,1665480
401683,3360059
1212191,2773224
2635893,868022
679692,1020529
1052046,3797960
155821,4083360
3980540,416770
2700537,354289
3066567,4801145
1917142,1903362
3418037,2780661
752658,1650875
3790197,4651400
3026714,4541703
4717932,2355062
4067006,1977050
2048650,343833
4541441,1591206
2693441,2075015
92557,3166349
3013547,4512384
1987430,4672700
1418824,158963
3675474,604022
3243295,3203364
4852363,2204112
2476919,532760
96911,698722
1635309,4610493
2727581,3505690
2058513,4858710
604016,1622060
772519,1809926
3121855,1186313
3333218,4272123
3088808,4387981
296476,125902
1483750,723574
4364253,3545625
2566758,55290
4399390,923914
3510921,1529646
2124635,2402501
663087,1681927
3462829,3449911
2033650,3829740
2159481,3342895
3389066,4220207
4653086,4351124
1259634,2772835
201684,1463768
713290,4058810
3124291,1081706
4111102,640951
830649,4065413
2308170,4137391
1827983,4652362
2845605,4538306
537240,4855480
2023188,1818911
4709814,2884652
934520,2040749
3584225,4329179
4169816,1784785
119381,3129809
3643389,2404411
3094886,3874690
530200,1043046
1494665,4783676
1027188,3316576
3027798,4644806
1239708,3178274
419017,625102
3201636,1414030
1787905,441266
2033444,721114
2267953,657720
1064860,1701926
1839787,984353
4487273,712141
2089403,4610348
1006418,3967834
174469,526062
2671123,2197632
4646631,3172124
3411859,1537716
3396988,978589
3282190,3057135
3195529,1358327
3276907,64448
4067557,1492617
3949998,2022241
2131866,680130
1823733,597135
1153522,4369755
3031885,1607368
2477851,720540
3524005,4794277
4230144,200179
10065,2356357
3428477,3475016
3508547,1801757
53266,2817165
1179906,388630
3079764,4361477
3810575,404163
1201114,4266161
4213737,2371781
4509197,2221187
2578900,3941242
813324,3046732
1375645,4837210
4857910,3235366
1147385,851113
1749904,2736361
3544054,2174663
1145247,2521689
3618787,1758007
1481421,4556847
3469410,254854
2720781,3271484
4566991,2559711
2412586,2843756
273706,4784465
1426209,1386495
3041101,2686897
1954051,1106876
2111366,25593
1683313,4207792
2394486,3302182
4803935,4703427
126626,340740
569857,3653946
1855827,1861395
4413978,31778
2106678,337630
4455047,4845214
3977141,1476151
1239902,746752
1987636,3214457
4711523,4326525
3983436,4591569
3865635,1081811
2965475,4637792
1480314,4517240
1204965,1745226
3863143,1463097
